date,D,H,H2,H3,H4,SinD,CosD,T
2001-09-03,11.29,63.699999999999996,4057.6899999999996,258474.85299999994,16464848.136099996,-0.89,-0.46,3524
2001-09-17,12.62,60.61999999999999,3674.7843999999986,222765.4303279999,13504040.38648335,-0.97,-0.23,3538
2001-10-01,11.64,59.21999999999999,3507.008399999999,207685.0374479999,12299107.917670554,-1.0,0.0,3552
2001-10-15,10.59,59.00999999999999,3482.180099999999,205483.4477009999,12125578.248836003,-0.97,0.24,3566
2001-10-29,7.65,64.61,4174.4520999999995,269711.350181,17426050.33519441,-0.88,0.47,3580
2001-11-12,6.32,64.96,4219.801599999999,274118.3119359999,17806725.543362554,-0.75,0.66,3594
2001-11-26,6.390000000000001,65.86999999999999,4338.856899999999,285800.50400299986,18825679.1986776,-0.57,0.82,3608
2001-12-10,6.46,65.86999999999999,4338.856899999999,285800.50400299986,18825679.1986776,-0.35,0.94,3622
2001-12-25,4.619,62.99999999999999,3968.999999999999,250046.9999999999,15752960.999999993,-0.1,0.99,3637
2002-01-07,3.0300000000000002,61.31999999999999,3760.1423999999993,230571.93196799993,14138670.868277755,0.12,0.99,3650
2002-01-21,2.8200000000000003,60.55,3666.3025,221994.61637499998,13441774.021506248,0.35,0.94,3664
2002-02-04,2.330000000000001,62.36999999999999,3890.0168999999987,242620.3540529999,15132231.4822856,0.57,0.82,3678
2002-02-18,0.580000000000001,66.22,4385.0884,290380.553848,19229000.27581456,0.75,0.66,3692
2002-03-04,-0.1899999999999995,67.34,4534.6756000000005,305365.054904,20563282.797235366,0.88,0.47,3706
2002-03-18,-1.2399999999999984,69.86,4880.4196,340946.113256,23818495.47206416,0.97,0.24,3720
2002-04-02,-0.2599999999999998,71.53999999999999,5117.971599999999,366139.6882639999,26193633.29840655,1.0,-0.01,3735
2002-04-15,-0.8899999999999988,70.41999999999999,4958.976399999999,349211.1180879998,24591446.935756944,0.97,-0.23,3748
2002-04-29,1.8399999999999999,69.64999999999999,4851.122499999999,337880.6821249999,23533389.510006238,0.89,-0.46,3762
2002-05-13,0.79,70.28,4939.2784,347132.485952,24396471.11270656,0.75,-0.66,3776
2002-05-27,0.7200000000000006,70.77,5008.3929,354443.96553299995,25083999.440770403,0.57,-0.82,3790
2002-06-11,1.0700000000000003,71.25999999999999,5077.987599999999,361857.39637599984,25785958.065753747,0.35,-0.94,3805
2002-06-25,4.57,69.86,4880.4196,340946.113256,23818495.47206416,0.11,-0.99,3819
2002-07-08,6.46,67.83,4600.908899999999,312079.65068699996,21168362.70609921,-0.11,-0.99,3832
2002-07-22,9.19,63.98,4093.4403999999995,261898.31679199997,16756254.308352157,-0.35,-0.94,3846
2002-08-05,10.87,62.36999999999999,3890.0168999999987,242620.3540529999,15132231.4822856,-0.56,-0.83,3860
2002-08-19,11.85,60.75999999999999,3691.777599999999,224312.4069759999,13629221.847861752,-0.74,-0.67,3874
2002-09-02,12.2,59.709999999999994,3565.2840999999994,212883.11361099992,12711250.713712804,-0.88,-0.47,3888
2002-09-16,11.92,58.589999999999996,3432.7880999999998,201127.05477899997,11784034.139501607,-0.97,-0.25,3902
2002-09-30,11.43,58.73,3449.2128999999995,202572.27361699997,11897069.629526408,-1.0,-0.01,3916
2002-10-14,10.24,59.00999999999999,3482.180099999999,205483.4477009999,12125578.248836003,-0.97,0.23,3930
2002-10-28,5.69,70.35,4949.1224999999995,348170.7678749999,24493813.520006243,-0.89,0.45,3944
2002-11-11,3.5200000000000005,72.24,5218.6176,376992.9354239999,27233969.65502975,-0.76,0.65,3958
2002-11-25,1.7700000000000005,71.61,5127.9920999999995,367215.514281,26296302.97766241,-0.58,0.81,3972
2002-12-09,0.23000000000000043,72.38,5238.8643999999995,379189.0052719999,27445700.201587353,-0.37,0.93,3986
2002-12-23,0.08999999999999986,71.82,5158.112399999999,370455.6325679999,26606123.53103375,-0.14,0.99,4000
2003-01-06,-0.6099999999999994,71.75,5148.0625,369373.484375,26502547.50390625,0.1,0.99,4014
2003-01-20,-2.1499999999999986,73.28999999999999,5371.424099999999,393671.6722889999,28852196.862060796,0.34,0.94,4028
2003-02-03,-0.8199999999999985,68.17999999999999,4648.512399999999,316935.5754319999,21608667.53295375,0.55,0.83,4042
2003-02-17,-1.4499999999999993,69.02,4763.760399999999,328794.74280799995,22693413.148608156,0.74,0.68,4056
2003-03-03,-1.0999999999999996,68.32,4667.622399999999,318891.9623679999,21786698.868981753,0.88,0.48,4070
2003-03-17,0.16000000000000103,68.17999999999999,4648.512399999999,316935.5754319999,21608667.53295375,0.97,0.26,4084
2003-03-31,-0.8199999999999985,70.35,4949.1224999999995,348170.7678749999,24493813.520006243,1.0,0.02,4098
2003-04-14,-1.7300000000000004,73.57,5412.544899999999,398200.9282929999,29295642.294516,0.98,-0.22,4112
2003-04-28,-1.2399999999999984,72.52,5259.1503999999995,381393.58700799994,27658662.929820154,0.9,-0.44,4126
2003-05-12,-0.46999999999999886,73.08,5340.6864,390297.36211199994,28522931.223144956,0.76,-0.65,4140
2003-06-02,1.6300000000000008,73.28999999999999,5371.424099999999,393671.6722889999,28852196.862060796,0.49,-0.87,4161
2003-06-16,3.7300000000000004,72.52,5259.1503999999995,381393.58700799994,27658662.929820154,0.26,-0.96,4175
2003-06-30,4.640000000000001,71.75,5148.0625,369373.484375,26502547.50390625,0.03,-1.0,4189
2003-07-14,6.53,70.77,5008.3929,354443.96553299995,25083999.440770403,-0.21,-0.98,4203
2003-07-28,7.09,70.0,4900.0,343000.0,24010000.0,-0.44,-0.9,4217
2003-08-11,10.87,67.34,4534.6756000000005,305365.054904,20563282.797235366,-0.64,-0.77,4231
2003-08-25,11.709999999999999,66.28999999999999,4394.364099999999,291302.3961889999,19310435.843368802,-0.81,-0.59,4245
2003-09-09,10.03,66.5,4422.25,294079.625,19556295.0625,-0.93,-0.37,4260
2003-09-22,11.15,64.82,4201.6323999999995,272349.8121679999,17653714.82472975,-0.99,-0.15,4273
2003-10-07,10.1,64.33,4138.3489,266219.98473699996,17125931.61813121,-0.99,0.11,4288
2003-10-20,9.05,64.05,4102.402499999999,262758.88012499997,16829706.272006247,-0.95,0.33,4301
2003-11-04,7.44,63.489999999999995,4030.9800999999993,255926.92654899994,16248800.566596005,-0.83,0.56,4316
2003-11-17,6.11,64.05,4102.402499999999,262758.88012499997,16829706.272006247,-0.69,0.73,4329
2003-12-02,2.6800000000000006,69.44,4821.9136,334833.68038399995,23250850.765864957,-0.48,0.88,4344
2003-12-15,2.12,67.61999999999999,4572.464399999999,309190.04272799985,20907430.68926735,-0.27,0.96,4357
2004-01-05,2.1899999999999995,65.24,4256.257599999999,277678.2458239999,18115728.757557753,0.09,1.0,4378
2004-01-19,0.5100000000000007,67.89999999999999,4610.409999999999,313046.83899999986,21255880.368099988,0.32,0.95,4392
2004-02-03,-0.049999999999998934,67.89999999999999,4610.409999999999,313046.83899999986,21255880.368099988,0.55,0.83,4407
2004-02-16,1.2100000000000009,65.38,4274.5444,279469.71287199995,18271729.827571355,0.72,0.69,4420
2004-03-01,0.020000000000000462,66.28999999999999,4394.364099999999,291302.3961889999,19310435.843368802,0.87,0.5,4434
2004-03-15,-0.33000000000000007,67.89999999999999,4610.409999999999,313046.83899999986,21255880.368099988,0.96,0.28,4448
2004-03-29,-0.3999999999999986,68.88,4744.4544,326798.01907199994,22509847.553679354,1.0,0.04,4462
2004-04-13,-0.8899999999999988,70.77,5008.3929,354443.96553299995,25083999.440770403,0.98,-0.22,4477
2004-04-27,-0.6099999999999994,72.24,5218.6176,376992.9354239999,27233969.65502975,0.9,-0.44,4491
2004-05-10,-1.799999999999999,73.28999999999999,5371.424099999999,393671.6722889999,28852196.862060796,0.77,-0.63,4504
2004-05-24,-0.049999999999998934,73.99,5474.520099999999,405059.7421989999,29970370.325304,0.6,-0.8,4518
2004-06-07,2.0500000000000007,73.71,5433.164099999999,400478.5258109999,29519272.1375288,0.39,-0.92,4532
2004-06-21,4.08,72.86999999999999,5310.036899999998,386942.38890299987,28196491.879361596,0.16,-0.99,4546
2004-07-05,5.130000000000001,73.14999999999999,5350.922499999999,391419.9808749999,28632371.601006236,-0.08,-1.0,4560
2004-07-19,5.34,73.91999999999999,5464.166399999998,403911.1802879998,29857114.44688894,-0.31,-0.95,4574
2004-08-02,7.86,71.61,5127.9920999999995,367215.514281,26296302.97766241,-0.53,-0.85,4588
2004-08-16,7.37,71.67999999999999,5138.022399999999,368293.4456319999,26399274.182901748,-0.72,-0.7,4602
2004-08-30,6.67,73.28999999999999,5371.424099999999,393671.6722889999,28852196.862060796,-0.86,-0.5,4616
2004-09-12,7.65,71.46999999999998,5107.960899999998,365065.96552299976,26091264.55592879,-0.95,-0.3,4629
2004-09-27,9.33,67.55,4563.0025,308230.81887499994,20820991.815006245,-1.0,-0.05,4644
2004-10-12,7.58,68.25,4658.0625,317912.765625,21697546.25390625,-0.98,0.21,4659
2004-10-25,4.430000000000001,72.03,5188.3209,373714.754427,26918673.761376813,-0.91,0.42,4672
2004-11-08,3.66,70.77,5008.3929,354443.96553299995,25083999.440770403,-0.78,0.63,4686
2004-11-22,3.87,67.34,4534.6756000000005,305365.054904,20563282.797235366,-0.61,0.79,4700
2004-12-06,3.9400000000000004,63.839999999999996,4075.5455999999995,260182.83110399995,16610071.937679356,-0.4,0.92,4714
2004-12-20,4.01,61.39,3768.7321,231362.46361900002,14203341.64157041,-0.17,0.99,4728
2005-01-04,2.6800000000000006,62.16,3863.8655999999996,240177.88569599995,14929457.374863356,0.07,1.0,4743
2005-01-17,1.9800000000000004,62.58,3916.2563999999998,245079.32551199998,15337064.190540958,0.29,0.96,4756
2005-01-31,1.8399999999999999,61.39,3768.7321,231362.46361900002,14203341.64157041,0.51,0.86,4770
2005-02-14,2.1899999999999995,59.43,3531.9249,209902.296807,12474493.49924001,0.7,0.71,4784
2005-02-28,2.330000000000001,56.76999999999999,3222.8328999999985,182960.2237329999,10386651.901322402,0.85,0.53,4798
2005-03-14,3.380000000000001,53.55,2867.6024999999995,153560.11387499998,8223144.0980062485,0.95,0.31,4812
2005-03-29,3.1000000000000005,58.239999999999995,3391.8975999999993,197544.11622399994,11504969.328885756,1.0,0.06,4827
2005-04-11,3.17,60.55,3666.3025,221994.61637499998,13441774.021506248,0.99,-0.17,4840
2005-04-26,2.4699999999999998,62.65,3925.0225,245902.65962499997,15405801.625506248,0.91,-0.41,4855
2005-05-09,3.7300000000000004,64.11999999999999,4111.374399999999,263621.3265279999,16903399.45697535,0.8,-0.61,4868
2005-05-23,3.24,66.14999999999999,4375.822499999999,289460.6583749999,19147822.55150624,0.63,-0.78,4882
2005-06-06,5.83,66.5,4422.25,294079.625,19556295.0625,0.43,-0.91,4896
2005-06-20,8.14,66.5,4422.25,294079.625,19556295.0625,0.2,-0.98,4910
2005-07-04,8.91,66.43,4412.944900000001,293151.9297070001,19474082.690436017,-0.04,-1.0,4924
2005-07-18,9.89,66.71,4450.224099999999,296874.4497109999,19804494.5402208,-0.28,-0.96,4938
2005-08-01,9.89,66.28999999999999,4394.364099999999,291302.3961889999,19310435.843368802,-0.5,-0.87,4952
2005-08-16,13.32,63.63,4048.7769000000003,257623.67414700004,16392594.385973612,-0.71,-0.71,4967
2005-08-29,13.18,62.93,3960.1848999999997,249214.435757,15683064.44218801,-0.85,-0.53,4980
2005-09-12,12.059999999999999,62.23,3872.5728999999997,240990.21156699996,14996820.865814406,-0.95,-0.32,4994
2005-09-26,12.41,61.669999999999995,3803.188899999999,234542.65946299993,14464245.809083205,-1.0,-0.08,5008
2005-10-10,12.129999999999999,60.199999999999996,3624.0399999999995,218167.20799999996,13133665.921599997,-0.99,0.16,5022
2005-10-24,10.24,61.459999999999994,3777.331599999999,232154.80013599992,14268234.016358554,-0.92,0.39,5036
2005-11-07,6.46,67.69,4581.9361,310151.254609,20994138.424483206,-0.8,0.6,5050
2005-11-21,4.71,68.88,4744.4544,326798.01907199994,22509847.553679354,-0.64,0.77,5064
2005-12-05,3.1000000000000005,68.32,4667.622399999999,318891.9623679999,21786698.868981753,-0.43,0.9,5078
2005-12-19,2.2600000000000007,67.19999999999999,4515.839999999998,303464.44799999986,20392810.905599985,-0.21,0.98,5092
2006-01-03,0.9300000000000006,68.03999999999999,4629.441599999999,314987.2064639999,21431729.52781055,0.05,1.0,5107
2006-01-16,0.3700000000000001,66.85,4468.9225,298747.46912499995,19971268.311006244,0.27,0.96,5120
2006-01-30,1.1399999999999997,63.209999999999994,3995.504099999999,252555.81416099993,15964053.013116803,0.49,0.87,5134
2006-02-13,2.0500000000000007,61.31999999999999,3760.1423999999993,230571.93196799993,14138670.868277755,0.69,0.73,5148
2006-03-01,-0.049999999999998934,64.68,4183.502400000001,270588.9352320001,17501692.330805767,0.86,0.51,5164
2006-03-13,-1.6600000000000001,69.23,4792.7929,331805.05246700003,22970863.782290414,0.95,0.33,5176
2006-04-03,-1.6600000000000001,71.19,5068.0161,360792.066159,25684787.189859208,1.0,-0.03,5197
2006-04-18,-1.4499999999999993,72.24,5218.6176,376992.9354239999,27233969.65502975,0.96,-0.28,5212
2006-05-02,-0.3999999999999986,73.14999999999999,5350.922499999999,391419.9808749999,28632371.601006236,0.86,-0.5,5226
2006-05-15,0.4400000000000004,73.14999999999999,5350.922499999999,391419.9808749999,28632371.601006236,0.73,-0.68,5239
2006-05-29,2.8200000000000003,71.25999999999999,5077.987599999999,361857.39637599984,25785958.065753747,0.55,-0.84,5253
2006-06-12,5.62,69.78999999999999,4870.644099999999,339922.2517389999,23723173.9488648,0.33,-0.94,5267
2006-06-27,6.53,69.71999999999998,4860.878399999998,338900.44204799976,23628138.819586538,0.08,-1.0,5282
2006-07-11,8.63,68.03999999999999,4629.441599999999,314987.2064639999,21431729.52781055,-0.16,-0.99,5296
2006-07-24,10.8,67.55,4563.0025,308230.81887499994,20820991.815006245,-0.38,-0.93,5309
2006-08-07,12.41,65.52,4292.8704,281268.86860799993,18428736.271196157,-0.59,-0.81,5323
2006-08-22,12.27,63.98,4093.4403999999995,261898.31679199997,16756254.308352157,-0.77,-0.63,5338
2006-09-04,14.37,61.04,3725.8815999999997,227427.81286399998,13882193.69721856,-0.9,-0.44,5351
2006-09-18,14.16,58.099999999999994,3375.609999999999,196122.94099999993,11394742.872099996,-0.98,-0.22,5365
2006-10-02,12.83,58.589999999999996,3432.7880999999998,201127.05477899997,11784034.139501607,-1.0,0.02,5379
2006-10-17,11.29,60.339999999999996,3640.9155999999994,219692.84730399997,13256266.406323357,-0.96,0.28,5394
2006-10-30,8.0,69.321,4805.401041,333115.205563161,23091879.16484388,-0.88,0.48,5407
2006-11-13,8.21,65.688,4314.9133440000005,283438.02774067206,18618477.166229267,-0.74,0.68,5421
2006-11-27,4.92,69.58,4841.3764,336862.969912,23438925.44647696,-0.55,0.83,5435
2006-12-11,1.9800000000000004,71.82,5158.112399999999,370455.6325679999,26606123.53103375,-0.34,0.94,5449
2006-12-22,3.051,66.99,4487.660099999999,300628.3500989999,20139093.173132002,-0.15,0.99,5460
2007-01-03,2.8200000000000003,66.14999999999999,4375.822499999999,289460.6583749999,19147822.55150624,0.05,1.0,5472
2007-01-15,3.1000000000000005,63.839999999999996,4075.5455999999995,260182.83110399995,16610071.937679356,0.26,0.97,5484
2007-01-29,3.3100000000000005,60.96999999999999,3717.340899999999,226646.27467299992,13818623.366812803,0.48,0.88,5498
2007-02-12,2.6100000000000003,62.58,3916.2563999999998,245079.32551199998,15337064.190540958,0.67,0.74,5512
2007-02-26,-0.6799999999999997,70.14,4919.6196,345062.11874400004,24202657.00870416,0.83,0.56,5526
2007-03-12,0.020000000000000462,69.44,4821.9136,334833.68038399995,23250850.765864957,0.94,0.34,5540
2007-03-26,0.16000000000000103,69.44,4821.9136,334833.68038399995,23250850.765864957,0.99,0.11,5554
2007-04-10,0.5100000000000007,68.6,4705.959999999999,322828.8559999999,22146059.521599993,0.99,-0.15,5569
2007-04-23,2.8900000000000006,67.96999999999998,4619.920899999998,314016.0235729998,21343669.12225679,0.93,-0.37,5582
2007-05-07,2.12,69.58,4841.3764,336862.969912,23438925.44647696,0.82,-0.58,5596
2007-05-22,3.380000000000001,69.50999999999999,4831.640099999999,335847.3033509999,23344746.055928,0.64,-0.77,5611
2007-06-04,3.87,70.0,4900.0,343000.0,24010000.0,0.46,-0.89,5624
2007-06-18,4.08,69.78999999999999,4870.644099999999,339922.2517389999,23723173.9488648,0.23,-0.97,5638
2007-07-02,3.5900000000000007,71.96,5178.241599999999,372626.2655359999,26814186.06797055,-0.01,-1.0,5652
2007-07-16,5.970000000000001,70.28,4939.2784,347132.485952,24396471.11270656,-0.25,-0.97,5666
2007-07-30,7.79,68.88,4744.4544,326798.01907199994,22509847.553679354,-0.47,-0.88,5680
2007-08-13,9.82,66.43,4412.944900000001,293151.9297070001,19474082.690436017,-0.67,-0.74,5694
2007-08-27,10.17,65.24,4256.257599999999,277678.2458239999,18115728.757557753,-0.83,-0.56,5708
2007-09-10,12.55,61.31999999999999,3760.1423999999993,230571.93196799993,14138670.868277755,-0.94,-0.35,5722
2007-09-24,12.69,60.61999999999999,3674.7843999999986,222765.4303279999,13504040.38648335,-0.99,-0.12,5736
2007-10-08,12.2,57.959999999999994,3359.3615999999993,194708.59833599994,11285310.359554555,-0.99,0.12,5750
2007-10-22,11.78,57.33,3286.7288999999996,188428.167837,10802586.862095209,-0.93,0.36,5764
2007-11-05,11.36,54.809999999999995,3004.1360999999993,164656.69964099996,9024833.707323207,-0.82,0.57,5778
2007-11-19,10.59,52.99,2807.9401000000003,148792.74589900003,7884527.605188011,-0.66,0.75,5792
2007-12-04,9.05,52.99,2807.9401000000003,148792.74589900003,7884527.605188011,-0.45,0.89,5807
2007-12-17,7.86,52.849999999999994,2793.1224999999995,147616.52412499994,7801533.300006246,-0.24,0.97,5820
2008-01-02,6.25,53.13,2822.7969000000003,149975.199297,7968182.338649612,0.03,1.0,5836
2008-01-14,4.290000000000001,58.687999999999995,3444.2813439999995,202137.98351667196,11863073.976626443,0.24,0.97,5848
2008-01-28,3.3100000000000005,60.584999999999994,3670.5422249999992,222379.80070162492,13472880.225507945,0.46,0.89,5862
2008-02-11,2.8900000000000006,61.51599999999999,3784.2182559999987,232789.9702360959,14320307.809043674,0.66,0.75,5876
2008-02-25,3.5200000000000005,60.37499999999999,3645.140624999999,220075.3652343749,13287050.176025385,0.82,0.57,5890
2008-03-10,3.87,60.21399999999999,3625.725795999999,218319.4530803439,13145887.547779826,0.93,0.36,5904
2008-03-24,2.96,61.061,3728.445721,227662.624169981,13901307.49444321,0.99,0.12,5918
2008-04-07,3.9400000000000004,62.629,3922.3916409999997,245655.46608418899,15385156.18538667,0.99,-0.12,5932
2008-04-22,-0.049999999999998934,70.315,4944.199224999999,347651.36850587494,24445105.9764906,0.93,-0.37,5947
2008-05-09,0.3000000000000007,71.631,5131.000161,367538.672532591,26327162.652182028,0.79,-0.62,5964
2008-05-20,1.3500000000000005,70.413,4957.990569,349106.98993499693,24581670.48229294,0.66,-0.76,5975
2008-06-02,1.4900000000000002,70.917,5029.220889,356657.257785213,25293062.75035395,0.47,-0.88,5988
2008-06-16,4.08,69.74799999999999,4864.783503999999,339308.9198369919,23666118.540790506,0.25,-0.97,6002
2008-06-30,6.95,68.66999999999999,4715.568899999998,323818.11636299983,22236590.050647195,0.01,-1.0,6016
2008-07-14,6.95,68.46,4686.771599999999,320856.38373599993,21965828.03056655,-0.23,-0.97,6030
2008-07-28,9.19,67.298,4529.020804000001,304794.04206759203,20512029.44306481,-0.46,-0.89,6044
2008-08-11,9.54,67.27,4525.2528999999995,304413.76258299995,20477913.808958404,-0.66,-0.76,6058
2008-08-25,9.61,66.64,4440.8896,295940.882944,19721500.43938816,-0.82,-0.58,6072
2008-09-08,9.26,67.207,4516.780848999999,303559.2905187429,20401309.237893153,-0.93,-0.37,6086
2008-09-22,9.959999999999999,65.282,4261.739524,278214.87960576796,18162423.770423744,-0.99,-0.13,6100
2008-10-06,10.45,61.94299999999999,3836.9352489999987,237671.2801288069,14722072.105018683,-0.99,0.11,6114
2008-10-27,10.73,55.71999999999999,3104.7183999999993,172994.90924799992,9639276.343298554,-0.89,0.45,6135
2008-11-10,9.61,51.94,2697.7635999999998,140121.84138399997,7277928.441484959,-0.76,0.65,6149
2008-11-24,8.91,52.675,2774.655625,146154.98504687496,7698713.837344139,-0.58,0.81,6163
2008-12-10,6.25,56.699999999999996,3214.8899999999994,182284.26299999995,10335517.712099997,-0.34,0.94,6179
2008-12-23,6.614,57.742999999999995,3334.254048999999,192529.83155140694,11117250.06327289,-0.12,0.99,6192
2009-01-05,4.92,57.113,3261.894769,186296.595941897,10639957.484029563,0.09,1.0,6205
2009-01-19,4.640000000000001,53.928000000000004,2908.2291840000003,156834.98343475204,8457796.98666931,0.32,0.95,6219
2009-02-05,0.020000000000000462,65.67399999999999,4313.074275999999,283256.8400020239,18602609.710292917,0.58,0.81,6236
2009-02-16,-1.0299999999999994,67.73899999999999,4588.572120999998,310825.28690441884,21054994.109618425,0.72,0.69,6247
2009-03-03,-0.75,68.64899999999999,4712.685200999998,323521.1263634488,22209401.803724393,0.88,0.48,6262
2009-03-16,0.16000000000000103,68.88,4744.4544,326798.01907199994,22509847.553679354,0.96,0.28,6275
2009-03-30,1.1399999999999997,68.79599999999999,4732.889615999999,325603.87402233586,22400244.11724062,1.0,0.04,6289
2009-04-14,0.9300000000000006,68.236,4656.151696000001,317717.16712825606,21679748.616163682,0.98,-0.22,6304
2009-04-27,1.42,67.69699999999999,4582.883808999998,310247.48521787283,21002824.006794333,0.9,-0.43,6317
2009-05-11,2.8200000000000003,67.99099999999999,4622.776080999998,314307.1685232708,21370058.6950657,0.77,-0.63,6331
2009-05-27,2.6800000000000006,68.53699999999999,4697.320368999999,321940.2461301529,22064818.649022285,0.57,-0.82,6347
2009-06-08,4.01,68.86599999999999,4742.525955999998,326598.7924858958,22491552.443333697,0.39,-0.92,6359
2009-06-22,5.9,70.32199999999999,4945.183683999999,347755.2070262478,24454841.668499798,0.16,-0.99,6373
2009-07-06,5.9,70.819,5015.330761,355180.709163259,25153542.642232843,-0.08,-1.0,6387
2009-07-21,7.58,69.755,4865.760025,339411.09054387495,23675620.620887995,-0.33,-0.94,6402
2009-08-03,7.72,69.23,4792.7929,331805.05246700003,22970863.782290414,-0.53,-0.85,6415
2009-08-18,11.43,65.975,4352.7006249999995,287169.4237343749,18946002.730875384,-0.73,-0.68,6430
2009-08-31,12.27,63.931,4087.172761,261297.04178349097,16704981.17826036,-0.86,-0.5,6443
2009-09-15,13.39,61.201,3745.562401,229232.164503601,14029237.699784886,-0.96,-0.27,6458
2009-09-28,13.32,59.059,3487.9654809999997,205995.75334237897,12165903.19664756,-1.0,-0.05,6471
2009-10-14,12.55,59.016999999999996,3483.0062889999995,205556.58215791296,12131332.809213549,-0.97,0.23,6487
2009-10-26,11.219999999999999,59.332,3520.286224,208865.622242368,12392415.098884178,-0.91,0.42,6499
2009-11-11,9.68,59.401999999999994,3528.597603999999,209605.75487280794,12451001.050954536,-0.76,0.65,6515
2009-11-23,6.88,64.967,4220.711088999999,274206.937319063,17814402.096807566,-0.61,0.79,6527
2009-12-07,4.08,68.607,4706.920449,322927.691244543,22155100.113214362,-0.4,0.92,6541
2009-12-21,3.17,66.402,4409.225604,292781.398556808,19441270.426969167,-0.17,0.99,6555
2010-01-06,-1.8699999999999992,74.19999999999999,5505.6399999999985,408518.48799999984,30312071.80959998,0.1,0.99,6571
